Price,Close,High,Low,Open,Volume
Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
Date,,,,,
2015-01-01,633.171875,636.0520261803557,629.5821442471077,633.8814545725367,372132
2015-01-02,631.0847778320312,639.4747430560853,628.3298707223747,631.9613322368886,1207322
2015-01-05,634.7164306640625,636.0521791178016,630.3753373581986,634.257287832987,849252
2015-01-06,646.7379150390625,651.0790083654614,630.6258282069685,640.3097625128174,2738679
2015-01-07,669.4451904296875,673.5357962626119,650.3277060326541,650.3277060326541,3744143
2015-01-08,682.0926513671875,688.7295095591119,670.4886332328315,671.1147509687943,3076833
2015-01-09,721.7883911132812,724.9607612350193,682.0925431423351,683.3030474305158,3825060
2015-01-12,748.5028686523438,751.1743145389222,721.4963437959457,724.2095206745535,4338065
2015-01-13,738.4431762695312,758.5624548137505,731.639394768142,751.2994795874737,3371700
2015-01-14,771.4187622070312,780.142679298411,739.6537333958183,741.9912293603014,4578199
2015-01-15,769.33154296875,782.5635252717617,759.4389054315235,780.5181976210699,3534537
2015-01-16,785.6105346679688,790.5777439893455,772.2116295566469,774.7160997065604,2021113
2015-01-19,745.1217041015625,790.9118036098295,739.6953513561702,789.9934671884596,7705398
2015-01-20,747.542724609375,753.8456319393025,732.7663382444327,742.9094643047837,4355821
2015-01-21,786.3621826171875,791.7468055921844,741.740846330397,748.8368476740193,4103989
2015-01-22,788.6160888671875,802.5158704374038,777.4711638745788,788.0734331768919,3585572
2015-01-23,805.855224609375,808.8188382491142,788.6161475480243,790.5779626599896,2450001
2015-01-27,786.3621826171875,808.0258674981413,781.8958453169864,803.1838493478532,3274894
2015-01-28,779.5999145507812,785.4019481368814,774.8414613059234,783.0644524992422,2246526
2015-01-29,786.06982421875,791.4127152516722,773.380547184334,777.220715083657,3421454
2015-01-30,778.5147705078125,785.5690404131868,774.5493582421774,785.5690404131868,1562161
2015-02-02,758.019775390625,776.3441623102233,755.3483298681348,773.3387669898274,1822825
2015-02-03,760.3988647460938,777.0953325536916,758.0196384649415,759.8562601144924,1544881
2015-02-04,751.2579345703125,767.8708971000069,747.2507396924128,760.4409960839002,1181845
2015-02-05,758.8963623046875,767.870715755351,752.3430176081962,757.4354210452772,1711139
2015-02-06,756.1414794921875,764.5731775130384,750.840369987037,756.3501853932341,717674
2015-02-09,751.4664306640625,763.5295900662601,747.9184306155138,756.1414221113045,860239
2015-02-10,741.1145629882812,757.6023271324868,739.1527481424291,747.1670333703314,1058750
2015-02-11,751.5916748046875,753.8039777199871,738.4849341303222,743.2851698170084,897359
2015-02-12,741.15625,760.3571893831792,739.0691913713936,755.5152235555282,1121008
2015-02-13,745.3303833007812,750.3393241172563,738.9857453146784,744.9964844851647,1344229
2015-02-16,757.1849365234375,768.0376423390986,739.9458103655882,739.9458103655882,1635273
2015-02-18,762.1104125976562,770.8342776280407,753.0108158385724,753.0108158385724,2178775
2015-02-19,758.1451416015625,770.3752778805597,747.1671898827418,767.9960507858341,1034454
2015-02-20,751.5496826171875,759.4387730641998,750.5061534827565,755.9325049817976,623253
2015-02-23,739.7789916992188,762.9035658497379,737.1910078335073,753.8457497037266,1054383
2015-02-24,762.7782592773438,764.3643933908282,740.4884611358631,742.1581081733735,2100402
2015-02-25,752.9274291992188,765.950657046586,746.3323023429405,765.1158334421756,1141174
2015-02-26,739.9876708984375,756.0997564376137,737.8170989326192,756.0997564376137,1194401
