Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2015-01-01,217.23536682128906,217.77158978644053,215.63813181551572,216.99578435577988,3544940
2015-01-02,220.25868225097656,221.17138787632138,216.85886215263676,216.85886215263676,5900384
2015-01-05,218.39903259277344,221.456587797375,217.93125986184285,221.3310935709127,4796000
2015-01-06,214.99920654296875,218.2621261811353,213.92677470932165,217.68027916369562,8219680
2015-01-07,215.62672424316406,217.07563898879346,213.6301805001718,214.41739196133696,5746112
2015-01-08,220.15599060058594,221.0915221823403,216.35686195478738,217.73732636830783,9525824
2015-01-09,222.62033081054688,223.61289267159003,220.55532305822425,221.99284565253987,8985184
2015-01-12,220.65798950195312,222.3350944334962,220.07614245500247,221.19421240936452,4126412
2015-01-13,219.813720703125,221.77604602182961,218.06817966801236,221.0915168488172,5828348
2015-01-14,219.93922424316406,222.39212039497323,218.9808806357056,219.06073680016823,3685232
2015-01-15,226.61341857910156,227.7657067222978,221.50226116688597,225.8946572806769,11398476
2015-01-16,228.4844512939453,231.5762529087491,227.84556010694365,228.67840960590985,7821308
2015-01-19,229.21461486816406,232.73994326473655,228.84953817493263,231.1997524637199,4239492
2015-01-20,232.9567108154297,234.3371753238504,228.6327650189855,230.45817631654228,8505804
2015-01-21,232.728515625,235.69479481740572,232.36342503887704,234.42843254404463,6740612
2015-01-22,233.025146484375,235.59213096217104,232.4090674243475,233.88080797697367,6470680
2015-01-23,237.9423370361328,239.12884305490425,233.743886129342,235.02166826961007,9987912
2015-01-27,245.07289123535156,245.91713283480996,237.5088374591417,237.98800236298473,9962400
2015-01-28,241.49046325683594,249.44240443213397,240.72607796387155,244.14872362212563,11364940
2015-01-29,249.85313415527344,251.13091630261545,242.09513729565765,245.28960659079354,20567616
2015-01-30,245.82583618164062,249.75048692927405,242.83673094624973,249.75048692927405,10570416
2015-02-02,246.79559326171875,249.39680984083572,240.1214334375244,243.80648793680965,5710352
2015-02-03,242.802490234375,246.93247730915817,240.79455472107844,246.08823581034395,10200688
2015-02-04,243.6239471435547,246.61308046277867,241.23951474833416,242.55152913452753,6197512
2015-02-05,245.63189697265625,249.3511834700081,244.2286065283884,245.28963236935016,8059148
2015-02-06,240.3838653564453,246.190944270378,239.59666782632067,245.74601138005846,6903120
2015-02-09,237.32626342773438,239.98452400645783,236.04848118343773,238.9006861276552,5231896
2015-02-10,240.60061645507812,242.39182364630352,235.02171409208603,235.02171409208603,9275752
2015-02-11,241.50192260742188,242.9622572305113,240.26976439876626,241.41064647093515,4161588
2015-02-12,245.51783752441406,246.86408402579127,240.20131558901025,243.03070887840667,5525740
2015-02-13,243.1903839111328,246.88682992758933,242.68837918990158,246.7042776919488,7714500
2015-02-16,243.58975219726562,247.57141964833966,242.43745011646163,245.47220769228758,7388716
2015-02-18,245.2440185546875,247.1036340280853,241.1938872450621,243.58973956906584,5381692
2015-02-19,246.3848876953125,247.54858176381504,242.7340652977739,245.06145343477897,4507004
2015-02-20,244.84466552734375,248.6894317998847,243.8064519000558,247.11500927258817,6206024
2015-02-23,243.57830810546875,246.7841976814443,242.32333789977312,245.76879598469728,5581564
2015-02-24,243.612548828125,244.37693422815354,241.20527656988548,244.21722188315613,5846288
2015-02-25,240.14425659179688,245.24402174494068,239.585235517017,244.14876381257923,4648524
2015-02-26,236.88133239746094,240.95427551803306,236.18538324435917,240.41806655515936,12426944
2015-02-27,240.4979248046875,241.53613856267998,238.5470054497133,238.5470054497133,10261784
2015-03-02,247.01239013671875,250.76588103628112,243.69241214444787,246.5103853096746,14385232
2015-03-03,247.1949005126953,249.1686319685068,245.75740588655435,247.9022417909772,6029348
2015-03-04,243.07635498046875,253.1161176096979,241.86700879506648,252.13494784768722,12277624
2015-03-05,247.59425354003906,248.7123236851173,242.43747148205242,243.00791259142196,9702452
2015-03-09,241.63877868652344,246.8412111254481,240.9542495684313,245.75737335513554,5755808
2015-03-10,240.16709899902344,242.38039910382614,238.44435590821212,242.3233549995419,5134836
2015-03-11,241.0569305419922,242.3005085510909,239.58520400169255,239.7905683186922,5465536
2015-03-12,240.6348419189453,242.7568937219059,239.8362244656798,241.88981220264824,7530836
2015-03-13,237.9081573486328,242.77971849777595,236.07132596857122,241.86701278913768,5426780
2015-03-16,239.93887329101562,241.3877876714707,237.87386599871516,238.44430692437157,5348772
2015-03-17,241.4219970703125,243.21317583828218,237.9536998552532,241.86692980919858,5369304
2015-03-18,242.67701721191406,244.58228454862316,240.3153692294441,241.9012118944666,5148332
2015-03-19,240.0872344970703,245.01586779094185,239.28861697213708,244.37696262956774,5373572
2015-03-20,240.93145751953125,241.7528869587776,238.66108571042307,239.81338762970765,6483236
2015-03-23,239.0718536376953,241.7301146079595,238.67254488668985,240.9428892152651,5446740
2015-03-24,236.83567810058594,241.18244956771147,236.26523711296127,238.0564440969538,8973564
2015-03-25,235.99142456054688,238.83220939280218,235.27266338203577,237.31485872585503,10608900
2015-03-26,229.7622528076172,235.52369358371058,228.65558879574684,234.31437524930652,35800620
2015-03-27,231.5192108154297,233.549972603427,230.02464411853757,231.58766095627752,10840896
2015-03-30,236.5961456298828,237.07531056174827,231.09708531564286,232.73995839555653,6955144
2015-03-31,233.35601806640625,237.28065511678096,231.5648248858951,237.28065511678096,5962256
2015-04-01,235.7632598876953,236.58468933812526,231.14268789376757,234.13179309443524,3844196
2015-04-06,235.4666290283203,236.58469897892746,232.69429407506047,236.1625782021294,7151172
2015-04-07,235.64920043945312,236.89275080119256,233.5728005645127,235.76328865075277,6197072
2015-04-08,236.2880859375,237.86248083980854,235.03311571744456,237.314879753909,4106144
2015-04-09,240.97708129882812,241.63879840435916,235.0216830561756,236.90413828453816,7002784
