Price,Close,High,Low,Open,Volume
Ticker,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
Date,,,,,
2015-01-01,161.22386169433594,161.9923239714121,160.7188704086342,161.42145971896588,2636761
2015-01-02,161.7288360595703,162.54121008354963,161.26775665400353,161.26775665400353,6853849
2015-01-05,162.3655242919922,163.2657217572183,161.399453882526,161.9044449957061,8556295
2015-01-06,158.19387817382812,162.21184641514898,157.64497518047176,161.88250253157528,13597291
2015-01-07,155.2517547607422,159.84058712445204,155.01023452112605,156.76672827466265,12421217
2015-01-08,159.13800048828125,159.5551680496459,156.08610251996103,156.08610251996103,8774566
2015-01-09,156.7228240966797,160.6529688850515,155.0541539056526,159.4453780658714,11224780
2015-01-12,157.13998413085938,158.67690833832867,156.37152202712474,156.9643368428971,10249032
2015-01-13,158.1280059814453,158.83060557392366,156.89846452295774,157.38150500459892,12071158
2015-01-14,152.72679138183594,157.95235012531938,151.98029044548034,157.95235012531938,16849719
2015-01-15,157.1619415283203,158.04018844340175,154.088092982235,155.0541531072448,16665762
2015-01-16,158.1280059814453,158.94037991044254,155.6030501123193,157.40345569678294,11230052
2015-01-19,157.55715942382812,158.8525634552932,156.32761790969522,158.08410131368512,7117173
2015-01-20,162.9583740234375,163.2877179397463,157.24977397488598,157.68890267589785,12477394
2015-01-21,154.87852478027344,163.77075892310967,153.34160031899856,163.77075892310967,33697892
2015-01-22,153.97828674316406,157.99625459902813,153.1878635859749,155.01021967904563,30768622
2015-01-23,153.45135498046875,156.30565482831076,153.16593334592434,155.2078488003407,17392494
2015-01-27,158.14996337890625,158.5232190774199,153.40743450775545,153.69286656400695,26228540
2015-01-28,159.09408569335938,159.59907689634386,157.00825836326703,158.08410328739043,12792194
2015-01-29,162.5631561279297,163.35357943454727,158.0841081200973,159.40147333925972,21906152
2015-01-30,161.83859252929688,163.35356606053045,159.68689235363462,162.47531917372555,14453148
2015-02-02,158.3695068359375,162.1240037039556,157.82060390713715,161.15793329673124,8820985
2015-02-03,160.74078369140625,161.157951216216,158.7208190187693,158.7208190187693,6541497
2015-02-04,161.42141723632812,162.69487046396063,160.4333960597992,161.37750541598905,6030862
2015-02-05,161.9923095703125,163.39749850385644,159.70887363912826,160.67494429275249,9843219
2015-02-06,164.0122833251953,164.40748979830758,160.76277656620155,160.76277656620155,7606977
2015-02-09,161.55316162109375,164.16594117008952,161.0262197479179,162.98031151764434,7464839
2015-02-10,162.431396484375,163.35355513193642,161.11403146120105,161.6409837331499,8320305
2015-02-11,162.98031616210938,163.74877830128952,161.5312155317811,162.93640433809335,4720532
2015-02-12,162.65097045898438,163.35357007324728,160.12602494937025,163.35357007324728,5498120
2015-02-13,166.01025390625,166.5372062023207,162.49727687104263,163.00226803745238,9373648
2015-02-16,171.08213806152344,171.69691407897426,165.98832436464792,166.16397167311942,12053473
2015-02-18,172.68492126464844,176.52724235506747,169.06215929183628,169.06215929183628,14195768
2015-02-19,170.9284210205078,172.88251263109845,168.44737714185533,172.55316876828462,7249013
2015-02-20,173.91445922851562,174.72684360385955,168.7767342296732,170.1599618614003,9275383
2015-02-23,171.3675537109375,175.12206153930669,170.92843548189995,173.45339139336483,6077614
2015-02-24,173.76077270507812,174.77075506124402,170.66495268387413,172.13601439558533,8556081
2015-02-25,175.5172882080078,175.6490341375628,172.77277270197098,174.59513976573263,16358450
2015-02-26,173.7388153076172,176.26377125227958,172.11406740101685,174.72684699264147,12153247
2015-02-27,172.8825225830078,174.17793698033947,168.64499525508126,173.3655526218878,35742645
2015-03-02,150.72877502441406,157.20582529633361,150.17987210517347,157.20582529633361,52676159
